End-Uses,Substitute,Trade Name,"Retrofit/New",ODP,GWP,ASHRAE Designation (Safety Classification),SNAP Listing Date,Listing Status,Further Information
Remote Condensing Units,R-454A,Opteon™ XL40,N,0,237,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Remote Condensing Units,R-454C,Opteon™ XL20,N,0,146,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Remote Condensing Units,R-455A,Solstice® L40X,N,0,146,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Remote Condensing Units,R-457A,Forane® 457A,N,0,137,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Remote Condensing Units,R-471A,Solstice® N71,R/N,0,144,A1,"September 8, 2023; December 11, 2024",Acceptable,
Remote Condensing Units,R-515B,Solstice® N15,N,0,287,A1,"September 8, 2023",Acceptable,
Remote Condensing Units,R-516A,Forane® 516A,N,0,140,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Stand-Alone Equipment,R-421A,Choice R-421A,R/N,0,"2,630",A1,"September 28, 2006; June 16, 2010; July 20, 2015","Unacceptable in: 
• new Stand-Alone Medium-Temperature Units with a compressor capacity below 2,200 Btu/hour and not containing a flooded evaporator as of January 1, 2019. 
• new Stand-Alone Medium-Temperature Units with a compressor capacity equal to or greater than 2,200 Btu/hour and Stand-Alone Medium-Temperature Units containing a flooded evaporator as of January 1, 2020. 
• new Stand-Alone Low-Temperature Units as of January 1, 2020.",
Stand-Alone Equipment,R-421B,Choice R-421B,R/N,0,"3,190",A1,"September 28, 2006; June 16, 2010; July 20, 2015","Unacceptable in: 
• new Stand-Alone Medium-Temperature Units with a compressor capacity below 2,200 Btu/hour and not containing a flooded evaporator as of January 1, 2019. 
• new Stand-Alone Medium-Temperature Units with a compressor capacity equal to or greater than 2,200 Btu/hour and Stand-Alone Medium-Temperature Units containing a flooded evaporator as of January 1, 2020. 
• new Stand-Alone Low-Temperature Units as of January 1, 2020.",
Stand-Alone Equipment,R-422D,ISCEON MO29,R/N,0,"2,730",A1,"September 28, 2006; June 16, 2010; July 20, 2015","Unacceptable in: 
• new Stand-Alone Medium-Temperature Units with a compressor capacity below 2,200 Btu/hour and not containing a flooded evaporator as of January 1, 2019. 
• new Stand-Alone Medium-Temperature Units with a compressor capacity equal to or greater than 2,200 Btu/hour and Stand-Alone Medium-Temperature Units containing a flooded evaporator as of January 1, 2020. 
• new Stand-Alone Low-Temperature Units as of January 1, 2020.",
Stand-Alone Equipment,R-426A,RS-24,R/N,0,"1,510",A1,"September 28, 2006; June 16, 2010; July 20, 2015","Unacceptable in:
• new Stand-Alone Medium-Temperature Units with a compressor capacity below 2,200 Btu/hour and not containing a flooded evaporator as of January 1, 2019. 
• new Stand-Alone Medium-Temperature Units with a compressor capacity equal to or greater than 2,200 Btu/hour and Stand-Alone Medium-Temperature Units containing a flooded evaporator as of January 1, 2020.",
Stand-Alone Equipment,HFO-1234yf, ,N,0,1,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Stand-Alone Equipment,HFO-1234ze(E), ,N,0,1,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Stand-Alone Equipment,R-454C,Opteon™ XL20,N,0,146,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Stand-Alone Equipment,R-455A,Solstice® L40X,N,0,146,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Stand-Alone Equipment,R-457A,Forane® 457A,N,0,137,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Stand-Alone Equipment,R-471A,Solstice® N71,N,0,144,A1,"September 8, 2023",Acceptable,
Stand-Alone Equipment,R-516A,Forane® 516A,N,0,140,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Supermarket Systems,R-421B,Choice R-421B,R/N,0,"3,190",A1,"September 28, 2006; June 16, 2010; July 20, 2015","Unacceptable in:
• retrofit equipment as of July 20, 2016. 
• new equipment as of January 1, 2017.",
Supermarket Systems,R-422D,ISCEON MO29,R/N,0,"2,730",A1,"September 28, 2006; June 16, 2010; July 20, 2015","Unacceptable in:
• retrofit equipment as of July 20, 2016. 
• new equipment as of January 1, 2017.",
Supermarket Systems,HFO-1234yf, ,N,0,1,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Supermarket Systems,HFO-1234ze(E), ,N,0,1,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Supermarket Systems,R-454A,Opteon™ XL40,N,0,237,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Supermarket Systems,R-454C,Opteon™ XL20,N,0,146,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Supermarket Systems,R-455A,Solstice® L40X,N,0,146,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Supermarket Systems,R-457A,Forane® 457A,N,0,137,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Supermarket Systems,R-471A,Solstice® N71,R/N,0,144,A1,"September 8, 2023; December 11, 2024",Acceptable,
Supermarket Systems,R-515B,Solstice® N15,N,0,287,A1,"September 8, 2023",Acceptable,
Supermarket Systems,R-516A,Forane® 516A,N,0,140,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Vending Machines,R-421A,Choice R-421A,R/N,0,"2,630",A1,"September 28, 2006; June 16, 2010; July 20, 2015","Unacceptable in new equipment as of January 1, 2019.",
Vending Machines,R-422D,ISCEON MO29,R/N,0,"2,730",A1,"September 28, 2006; June 16, 2010; July 20, 2015","Unacceptable in new equipment as of January 1, 2019.",
Vending Machines,R-426A,RS-24,R/N,0,"1,510",A1,"September 28, 2006; June 16, 2010; July 20, 2015","Unacceptable in new equipment as of January 1, 2019.",
Non-Mechanical Heat Transfer Systems,C6 Perfluoroketone,Novec™ 649,R/N,0,0.6 - 1.8,A1,"September 30, 2009; June 16, 2010",Acceptable,
Residential and Light Commercial Air Conditioning and Heat Pumps ,Desiccant Cooling,,N,0,N/A,N/A,"September 5, 1996, June 16, 2010",Acceptable,
Industrial Process Air Conditioning,"R-507, R-507A",AZ-50,R/N,0,"3,990",A1,"September 5, 1996; December 20, 2002",Acceptable,
Residential and Light Commercial Air Conditioning and Heat Pumps ,"R-507, R-507A",AZ-50,R/N,0,"3,990",A1,"September 5, 1996; December 20, 2002",Acceptable,
Residential and Light Commercial Air Conditioning and Heat Pumps ,R-513A,Opteon® XP-10,N,0,630,A1,"December 11, 2024",Acceptable in self-contained units.,
Centrifugal Chillers,THR-03,,N,0,N/A,A1,"December 6, 1999; December 1, 2016","Unacceptable, except as otherwise allowed under a narrowed use limit, as of January 1, 2024.",
Positive Displacement Chillers,"R-507, R-507A",AZ-50,R/N,0,"3,990",A1,"September 5, 1996; December 20, 2002; December 1, 2016","Unacceptable in new equipment, except as otherwise allowed under a narrowed use limit, as of January 1, 2024.",
Vending Machines,"R-507, R-507A",AZ-50,R/N,0,"3,990",A1,"September 5, 1996; December 20, 2002; July 20, 2015","Unacceptable in:
• retrofit equipment as of July 20, 2016. 
• new equipment as of January 1, 2019.",
Centrifugal Chillers,"Trans-1-chloro-3,3,3-trifluoroprop-1-ene","Solstice 1233zd(E), Solstice N12 Refrigerant",N,0.00024 - 0.00034,4.7 - 7,A1,"August 10, 2012",Acceptable,
Centrifugal Chillers,Water / Lithium Bromide Absorption,,N,0,0,A1,"March 18, 1994; June 16, 2010",Acceptable,
Ice Skating Rinks,Ammonia Absorption,,N,0,0,B2,"September 5, 1996; June 16, 2010",Acceptable,
Ice Skating Rinks,HFO-1234yf, ,N,0,1,A2L,"June 13, 2024",Acceptable Subject to Use Conditions: See rule for detailed conditions.,
Ice Skating Rinks,HFO-1234ze(E), ,N,0,1,A2L,"June 13, 2024",Acceptable Subject to Use Conditions: See rule for detailed conditions.,
Ice Skating Rinks,R-454C,Opteon™ XL20,N,0,146,A2L,"June 13, 2024",Acceptable Subject to Use Conditions: See rule for detailed conditions.,
Ice Skating Rinks,R-455A,Solstice® L40X,N,0,146,A2L,"June 13, 2024",Acceptable Subject to Use Conditions: See rule for detailed conditions.,
Ice Skating Rinks,R-457A,Forane® 457A,N,0,137,A2L,"June 13, 2024",Acceptable Subject to Use Conditions: See rule for detailed conditions.,
Industrial Process Refrigeration,R-516A,Forane® 516A,N,0,140,A2L,"June 13, 2024",Acceptable Subject to Use Conditions: See rule for detailed conditions.,
Industrial Process Refrigeration,HFC-32, ,N,0,675,A2L,"June 13, 2024",Acceptable Subject to Use Conditions: See rule for detailed conditions.,
Industrial Process Refrigeration,HFO-1234yf, ,N,0,1,A2L,"June 13, 2024",Acceptable Subject to Use Conditions: See rule for detailed conditions.,
Industrial Process Refrigeration,HFO-1234ze(E), ,N,0,1,A2L,"June 13, 2024",Acceptable Subject to Use Conditions: See rule for detailed conditions.,
Industrial Process Refrigeration,R-454A,Opteon™ XL40,N,0,237,A2L,"June 13, 2024",Acceptable Subject to Use Conditions: See rule for detailed conditions.,
Industrial Process Refrigeration,R-454B,Opteon™ XL41,N,0,465,A2L,"June 13, 2024",Acceptable Subject to Use Conditions: See rule for detailed conditions.,
Industrial Process Refrigeration,R-454C,Opteon™ XL20,N,0,146,A2L,"June 13, 2024",Acceptable Subject to Use Conditions: See rule for detailed conditions.,
Industrial Process Refrigeration,R-455A,Solstice® L40X,N,0,146,A2L,"June 13, 2024",Acceptable Subject to Use Conditions: See rule for detailed conditions.,
Industrial Process Refrigeration,R-457A,Forane® 457A,N,0,137,A2L,"June 13, 2024",Acceptable Subject to Use Conditions: See rule for detailed conditions.,
Industrial Process Refrigeration,R-516A,Forane® 516A,N,0,140,A2L,"June 13, 2024",Acceptable Subject to Use Conditions: See rule for detailed conditions.,
Positive Displacement Chillers,Ammonia Vapor Compression with Secondary Loop,,N,0,0,B2,"September 5, 1996; June 16, 2010",Acceptable,
Positive Displacement Chillers,Evaporative Cooling,,N,0,N/A,N/A,"September 5, 1996; June 16, 2010",Acceptable,
